"Family"	"Merged.ID"
"marA_1"	"Gene_Modulating_Antibiotic_Efflux"
"YP_001334540"	"MFS_Antibiotic_Efflux"
"NP_752857"	"MFS_Antibiotic_Efflux"
"YP_001438577"	"MFS_Antibiotic_Efflux"
"YP_001176066"	"MFS_Antibiotic_Efflux"
"NP_455393"	"MFS_Antibiotic_Efflux"
"YP_001486998"	"MFS_Antibiotic_Efflux"
"P96712"	"MFS_Antibiotic_Efflux"
"YP_002384137"	"RND_Antibiotic_Efflux"
"NP_417970"	"RND_Antibiotic_Efflux"
"YP_405004"	"RND_Antibiotic_Efflux"
"YP_002239313"	"MFS_Antibiotic_Efflux"
"YP_001457897"	"MFS_Antibiotic_Efflux"
"YP_001005900"	"MFS_Antibiotic_Efflux"
"YP_001478113"	"MFS_Antibiotic_Efflux"
"YP_002226908"	"MFS_Antibiotic_Efflux"
"YP_002382998"	"MFS_Antibiotic_Efflux"
"YP_002918846"	"MFS_Antibiotic_Efflux"
"YP_852164"	"MFS_Antibiotic_Efflux"
"YP_001176309"	"MFS_Antibiotic_Efflux"
"YP_002238177"	"MFS_Antibiotic_Efflux"
"YP_001438116"	"MFS_Antibiotic_Efflux"
"YP_310429"	"MFS_Antibiotic_Efflux"
"NP_418166"	"MFS_Antibiotic_Efflux"
"YP_001451669"	"MFS_Antibiotic_Efflux"
"YP_002640141"	"MFS_Antibiotic_Efflux"
"NP_418757"	"MFS_Antibiotic_Efflux"
"YP_410370"	"RND_Antibiotic_Efflux"
"YP_002385298"	"RND_Antibiotic_Efflux"
"NP_418504"	"RND_Antibiotic_Efflux"
"YP_002385300"	"RND_Antibiotic_Efflux"
"YP_001572363"	"RND_Antibiotic_Efflux"
"NP_418505"	"RND_Antibiotic_Efflux"
"YP_001572361"	"RND_Antibiotic_Efflux"
"CAA70425"	"Antibiotic_Target"
"P07944"	"Antibiotic_Target"
"T44117"	"Gene_Modulating_Resistance"
"mecR1_0"	"Gene_Modulating_Resistance"
"YP_185297"	"MATE_Antibiotic_Efflux"
"YP_002635521"	"MATE_Antibiotic_Efflux"
"YP_302230"	"MATE_Antibiotic_Efflux"
"AAQ92181"	"RND_Antibiotic_Efflux"
"NP_249118"	"RND_Antibiotic_Efflux"
"YP_001345920"	"RND_Antibiotic_Efflux"
"YP_298289"	"RND_Antibiotic_Efflux"
"YP_586061"	"RND_Antibiotic_Efflux"
"NP_249117"	"RND_Antibiotic_Efflux"
"YP_002258163"	"RND_Antibiotic_Efflux"
"NP_253287"	"RND_Antibiotic_Efflux"
"NP_598114"	"RND_Antibiotic_Efflux"
"NP_253288"	"RND_Antibiotic_Efflux"
"YP_001350570"	"RND_Antibiotic_Efflux"
"NP_744962"	"RND_Antibiotic_Efflux"
"YP_001668663"	"RND_Antibiotic_Efflux"
"YP_348488"	"RND_Antibiotic_Efflux"
"YP_607927"	"RND_Antibiotic_Efflux"
"YP_001187672"	"RND_Antibiotic_Efflux"
"YP_348389"	"RND_Antibiotic_Efflux"
"NP_251183"	"RND_Antibiotic_Efflux"
"YP_002800512"	"RND_Antibiotic_Efflux"
"YP_790742"	"RND_Antibiotic_Efflux"
"NP_251184"	"RND_Antibiotic_Efflux"
"NP_252895"	"RND_Antibiotic_Efflux"
"NP_252896"	"RND_Antibiotic_Efflux"
"NP_252897"	"RND_Antibiotic_Efflux"
"YP_001346276"	"RND_Antibiotic_Efflux"
"NP_253065"	"RND_Antibiotic_Efflux"
"YP_001186705"	"RND_Antibiotic_Efflux"
"YP_001266290"	"RND_Antibiotic_Efflux"
"YP_350221"	"RND_Antibiotic_Efflux"
"NP_250709"	"RND_Antibiotic_Efflux"
"BAA34299"	"RND_Antibiotic_Efflux"
"BAA34300"	"RND_Antibiotic_Efflux"
"NP_217878"	"Quinolone_Resistance"
"YP_906603"	"Quinolone_Resistance"
"MFSAntibioticEffluxPump_12"	"MFS_Antibiotic_Efflux"
"MFSAntibioticEffluxPump_17"	"MFS_Antibiotic_Efflux"
"MFSAntibioticEffluxPump_9"	"MFS_Antibiotic_Efflux"
"CAA36304"	"ABC_Antibiotic_Efflux"
"CAA45050"	"ABC_Antibiotic_Efflux"
"AAA50325"	"ABC_Antibiotic_Efflux"
"AAG08983"	"ABC_Antibiotic_Efflux"
"ABX00596"	"ABC_Antibiotic_Efflux"
"NP_388149"	"ABC_Antibiotic_Efflux"
"AAC32027"	"ABC_Antibiotic_Efflux"
"YP_001419928"	"ABC_Antibiotic_Efflux"
"P25256"	"ABC_Antibiotic_Efflux"
"AAF24091"	"ABC_Antibiotic_Efflux"
"AAB95639"	"ABC_Antibiotic_Efflux"
"AAC61670"	"Streptogramin_Resistance"
"AAF24088"	"Streptogramin_Resistance"
"ACG58975"	"MFS_Antibiotic_Efflux"
"YP_001396002"	"MFS_Antibiotic_Efflux"
"AAY68306"	"MFS_Antibiotic_Efflux"
"YP_002527555"	"Macrolide_Resistance"
"BAA34540"	"Macrolide_Resistance"
"AAB03644"	"Macrolide_Resistance"
"mprF_2"	"Other_ARG"
"mprF_0"	"Other_ARG"
"mprF_1"	"Other_ARG"
"msbA_4"	"ABC_Antibiotic_Efflux"
"msbA_3"	"ABC_Antibiotic_Efflux"
"msbA_2"	"ABC_Antibiotic_Efflux"
"msbA_1"	"ABC_Antibiotic_Efflux"
"msbA_5"	"ABC_Antibiotic_Efflux"
"msbA_0"	"ABC_Antibiotic_Efflux"
"NP_764021"	"Gene_Modulating_Antibiotic_Efflux"
"NP_371219"	"Gene_Modulating_Antibiotic_Efflux"
"YP_302113"	"Gene_Modulating_Antibiotic_Efflux"
"YP_002633439"	"Gene_Modulating_Antibiotic_Efflux"
"YP_254114"	"Gene_Modulating_Antibiotic_Efflux"
"BAA31456"	"MATE_Antibiotic_Efflux"
"NP_934523"	"MATE_Antibiotic_Efflux"
"YP_001445425"	"MATE_Antibiotic_Efflux"
"P13249"	"Puromycin_Resistance"
"EDJ91555"	"Antibiotic_Target"
"NP_460867"	"Antibiotic_Target"
"CAA30357"	"Antibiotic_Target"
"AAM97249"	"Antibiotic_Target"
"NP_344871"	"Antibiotic_Target"
"YP_001835056"	"Antibiotic_Target"
"NP_240031"	"Antibiotic_Target"
"AAL77081"	"Antibiotic_Target"
"PC1_0"	"Class A Beta-Lactamase"
"phoQ_1"	"Gene_Modulating_Antibiotic_Efflux"
"phoQ_0"	"Gene_Modulating_Antibiotic_Efflux"
"YP_001694417"	"MFS_Antibiotic_Efflux"
"EDK74221"	"MFS_Antibiotic_Efflux"
"P42670"	"Puromycin_Resistance"
"AAB47993"	"SMR_Antibiotic_Efflux"
"NP_783299"	"SMR_Antibiotic_Efflux"
"O87866"	"SMR_Antibiotic_Efflux"
"NP_115321"	"Quinolone_Resistance"
"YP_002332855"	"Quinolone_Resistance"
"ABP68837"	"Quinolone_Resistance"
"YP_001468286"	"Quinolone_Resistance"
"YP_002394666"	"Quinolone_Resistance"
"YP_001478290"	"Quinolone_Resistance"
"ramA_0"	"Gene_Modulating_Antibiotic_Efflux"
"YP_233000"	"Rifamycin_Resistance"
"RNDAntibioticEffluxPump_10"	"RND_Antibiotic_Efflux"
"RNDAntibioticEffluxPump_1"	"RND_Antibiotic_Efflux"
"RNDAntibioticEffluxPump_5"	"RND_Antibiotic_Efflux"
"RNDAntibioticEffluxPump_12"	"RND_Antibiotic_Efflux"
"RNDAntibioticEffluxPump_14"	"RND_Antibiotic_Efflux"
"RNDAntibioticEffluxPump_11"	"RND_Antibiotic_Efflux"
"RNDAntibioticEffluxPump_3"	"RND_Antibiotic_Efflux"
"RNDAntibioticEffluxPump_0"	"RND_Antibiotic_Efflux"
"RNDAntibioticEffluxPump_13"	"RND_Antibiotic_Efflux"
"RNDAntibioticEffluxPump_2"	"RND_Antibiotic_Efflux"
"RNDAntibioticEffluxPump_7"	"RND_Antibiotic_Efflux"
"RNDAntibioticEffluxPump_4"	"RND_Antibiotic_Efflux"
"RNDAntibioticEffluxPump_9"	"RND_Antibiotic_Efflux"
"robA_1"	"Gene_Modulating_Antibiotic_Efflux"
"robA_0"	"Gene_Modulating_Antibiotic_Efflux"
"romA_0"	"Gene_Modulating_Resistance"
"romA_1"	"Gene_Modulating_Resistance"
"AAC60781"	"MFS_Antibiotic_Efflux"
"NP_668415"	"MFS_Antibiotic_Efflux"
"AAC60780"	"MFS_Antibiotic_Efflux"
"NP_668414"	"MFS_Antibiotic_Efflux"
"YP_001477377"	"MFS_Antibiotic_Efflux"
"YP_001477378"	"MFS_Antibiotic_Efflux"
"Sfh_0"	"Class B Beta-Lactamase"
"AAD51346"	"RND_Antibiotic_Efflux"
"AAD51344"	"RND_Antibiotic_Efflux"
"AAD51345"	"RND_Antibiotic_Efflux"
"CAC14595"	"RND_Antibiotic_Efflux"
"CAG34266"	"RND_Antibiotic_Efflux"
"CAC14594"	"RND_Antibiotic_Efflux"
"soxR_4"	"Gene_Modulating_Antibiotic_Efflux"
"soxR_5"	"Gene_Modulating_Antibiotic_Efflux"
"soxR_1"	"Gene_Modulating_Antibiotic_Efflux"
"soxR_0"	"Gene_Modulating_Antibiotic_Efflux"
"soxR_2"	"Gene_Modulating_Antibiotic_Efflux"
"SPM_0"	"Class B Beta-Lactamase"
"P08457"	"Other_ARG"
"NP_976271"	"Aminoglycoside_Nucleotidyltransferase"
"SubclassB1_271"	"Class B Beta-Lactamase"
"SubclassB1_259"	"Class B Beta-Lactamase"
"SubclassB1_6"	"Class B Beta-Lactamase"
"SubclassB1_149"	"Class B Beta-Lactamase"
"SubclassB1_260"	"Class B Beta-Lactamase"
"SubclassB1_238"	"Class B Beta-Lactamase"
"SubclassB1_244"	"Class B Beta-Lactamase"
"SubclassB1_3"	"Class B Beta-Lactamase"
"SubclassB1_151"	"Class B Beta-Lactamase"
"SubclassB1_133"	"Class B Beta-Lactamase"
"SubclassB1_102"	"Class B Beta-Lactamase"
"SubclassB1_98"	"Class B Beta-Lactamase"
"SubclassB1_58"	"Class B Beta-Lactamase"
"SubclassB1_270"	"Class B Beta-Lactamase"
"SubclassB1_261"	"Class B Beta-Lactamase"
"SubclassB1_147"	"Class B Beta-Lactamase"
"SubclassB1_9"	"Class B Beta-Lactamase"
"SubclassB1_281"	"Class B Beta-Lactamase"
"SubclassB1_301"	"Class B Beta-Lactamase"
"SubclassB1_232"	"Class B Beta-Lactamase"
"SubclassB1_181"	"Class B Beta-Lactamase"
"SubclassB1_38"	"Class B Beta-Lactamase"
"SubclassB1_46"	"Class B Beta-Lactamase"
"SubclassB1_136"	"Class B Beta-Lactamase"
"SubclassB1_257"	"Class B Beta-Lactamase"
"SubclassB1_54"	"Class B Beta-Lactamase"
"SubclassB1_55"	"Class B Beta-Lactamase"
"SubclassB1_167"	"Class B Beta-Lactamase"
"SubclassB1_306"	"Class B Beta-Lactamase"
"SubclassB1_89"	"Class B Beta-Lactamase"
"SubclassB1_16"	"Class B Beta-Lactamase"
"SubclassB1_0"	"Class B Beta-Lactamase"
"SubclassB1_45"	"Class B Beta-Lactamase"
"SubclassB1_92"	"Class B Beta-Lactamase"
"SubclassB1_156"	"Class B Beta-Lactamase"
"SubclassB1_279"	"Class B Beta-Lactamase"
"SubclassB1_99"	"Class B Beta-Lactamase"
"SubclassB1_172"	"Class B Beta-Lactamase"
"SubclassB1_7"	"Class B Beta-Lactamase"
"SubclassB1_8"	"Class B Beta-Lactamase"
"SubclassB2_13"	"Class B Beta-Lactamase"
"SubclassB2_24"	"Class B Beta-Lactamase"
"SubclassB3_113"	"Class B Beta-Lactamase"
"SubclassB3_125"	"Class B Beta-Lactamase"
"SubclassB3_123"	"Class B Beta-Lactamase"
"SubclassB3_105"	"Class B Beta-Lactamase"
"SubclassB3_115"	"Class B Beta-Lactamase"
"SubclassB3_124"	"Class B Beta-Lactamase"
"SubclassB3_104"	"Class B Beta-Lactamase"
"SubclassB3_66"	"Class B Beta-Lactamase"
"SubclassB3_120"	"Class B Beta-Lactamase"
"SubclassB3_131"	"Class B Beta-Lactamase"
"SubclassB3_81"	"Class B Beta-Lactamase"
"SubclassB3_3"	"Class B Beta-Lactamase"
"SubclassB3_127"	"Class B Beta-Lactamase"
"SubclassB3_102"	"Class B Beta-Lactamase"
"SubclassB3_103"	"Class B Beta-Lactamase"
"SubclassB3_126"	"Class B Beta-Lactamase"
"SubclassB3_137"	"Class B Beta-Lactamase"
"SubclassB3_114"	"Class B Beta-Lactamase"
"SubclassB3_84"	"Class B Beta-Lactamase"
"SubclassB3_133"	"Class B Beta-Lactamase"
"SubclassB3_164"	"Class B Beta-Lactamase"
"SubclassB3_101"	"Class B Beta-Lactamase"
"SubclassB3_117"	"Class B Beta-Lactamase"
"SubclassB3_121"	"Class B Beta-Lactamase"
"SubclassB3_69"	"Class B Beta-Lactamase"
"SubclassB3_110"	"Class B Beta-Lactamase"
"SubclassB3_5"	"Class B Beta-Lactamase"
"SubclassB3_70"	"Class B Beta-Lactamase"
"SubclassB3_108"	"Class B Beta-Lactamase"
"SubclassB3_132"	"Class B Beta-Lactamase"
"SubclassB3_129"	"Class B Beta-Lactamase"
"SubclassB3_112"	"Class B Beta-Lactamase"
"SubclassB3_96"	"Class B Beta-Lactamase"
"SubclassB3_109"	"Class B Beta-Lactamase"
"SubclassB3_134"	"Class B Beta-Lactamase"
"SubclassB3_116"	"Class B Beta-Lactamase"
"SubclassB3_86"	"Class B Beta-Lactamase"
"SubclassB3_111"	"Class B Beta-Lactamase"
"SubclassB3_67"	"Class B Beta-Lactamase"
"SubclassB3_99"	"Class B Beta-Lactamase"
"AAN60217"	"Antibiotic_Target"
"YP_209353"	"Antibiotic_Target"
"YP_002317674"	"Antibiotic_Target"
"YP_001969930"	"Antibiotic_Target"
"NP_733568"	"MFS_Antibiotic_Efflux"
"YP_001826640"	"MFS_Antibiotic_Efflux"
"NP_826974"	"MFS_Antibiotic_Efflux"
"P39886"	"MFS_Antibiotic_Efflux"
"TEM_137"	"Class A Beta-Lactamase"
"NP_391957"	"Tetracycline_Efflux"
"AAW66497"	"Tetracycline_Efflux"
"NP_040465"	"Tetracycline_Efflux"
"YP_001220608"	"Tetracycline_Efflux"
"NP_356448"	"Tetracycline_Efflux"
"NP_348075"	"Tetracycline_Efflux"
"AAD12753"	"Tetracycline_Efflux"
"P51563"	"Tetracycline_Efflux"
"BAC67147"	"Tetracycline_Efflux"
"AAP93922"	"Tetracycline_Efflux"
"YP_889433"	"Tetracycline_Efflux"
"P36890"	"Tetracycline_Efflux"
"CAA76069"	"Tetracycline_Efflux"
"BAA07390"	"Tetracycline_Efflux"
"AAD04032"	"Tetracycline_Efflux"
"CAM12479"	"Tetracycline_Efflux"
"YP_195816"	"Tetracycline_Efflux"
"CAC80727"	"Tetracycline_Efflux"
"BAB71966"	"Tetracycline_Efflux"
"BAA19230"	"Tetracycline_Efflux"
"YP_001144056"	"Tetracycline_Efflux"
"YP_001598107"	"Tetracycline_Efflux"
"YP_415591"	"Tetracycline_Efflux"
"AAR96043"	"Tetracycline_Efflux"
"YP_001966009"	"Tetracycline_Efflux"
"NP_052571"	"Tetracycline_Efflux"
"YP_001096238"	"Tetracycline_Efflux"
"AAN28721"	"Tetracycline_Inactivation"
"ACI02941"	"Tetracycline_Inactivation"
"BAC77725"	"Tetracycline_Inactivation"
"AAB08925"	"Tetracycline_Other"
"AAB51122"	"Tetracycline_Ribosomal_Protection"
"CAD55718"	"Tetracycline_Ribosomal_Protection"
"AAL09826"	"Tetracycline_Ribosomal_Protection"
"CAC41371"	"Tetracycline_Ribosomal_Protection"
"P72533"	"Tetracycline_Ribosomal_Protection"
"NP_348076"	"Tetracycline_Ribosomal_Protection"
"YP_001834888"	"Tetracycline_Ribosomal_Protection"
"ABN80187"	"Tetracycline_Ribosomal_Protection"
"ABG36114"	"Tetracycline_Ribosomal_Protection"
"Q02652"	"Tetracycline_Ribosomal_Protection"
"AAF01499"	"Tetracycline_Ribosomal_Protection"
"ABF69686"	"Tetracycline_Ribosomal_Protection"
"YP_001967743"	"Tetracycline_Ribosomal_Protection"
"CAJ88549"	"Tetracycline_Ribosomal_Protection"
"Q55002"	"Tetracycline_Ribosomal_Protection"
"YP_001798653"	"Tetracycline_Ribosomal_Protection"
"BAB59035"	"Tetracycline_Efflux"
"Tetracycline_Resistance_MFS_Efflux_Pump_14"	"Tetracycline_Ribosomal_Protection"
"Tetracycline_Resistance_MFS_Efflux_Pump_10"	"Tetracycline_Ribosomal_Protection"
"Tetracycline_Resistance_MFS_Efflux_Pump_19"	"Tetracycline_Ribosomal_Protection"
"Tetracycline_Resistance_Ribosomal_Protection_Protein_9"	"Tetracycline_Ribosomal_Protection"
"TetX_1"	"Tetracycline_Inactivation"
"BAA02945"	"Other_ARG"
"tolC_3"	"ABC_Antibiotic_Efflux"
"tolC_1"	"ABC_Antibiotic_Efflux"
"tolC_0"	"ABC_Antibiotic_Efflux"
"P52391"	"rRNA_Methyltransferase"
"P52393"	"rRNA_Methyltransferase"
"P18644"	"rRNA_Methyltransferase"
"AAY52010"	"Glycopeptide_Resistance"
"NP_878016"	"Glycopeptide_Resistance"
"NP_878015"	"Glycopeptide_Resistance"
"AAT70093"	"Glycopeptide_Resistance"
"YP_976075"	"Glycopeptide_Resistance"
"AAY52007"	"Glycopeptide_Resistance"
"NP_878013"	"Glycopeptide_Resistance"
"ACL82961"	"Glycopeptide_Resistance"
"NP_878014"	"Glycopeptide_Resistance"
"YP_895694"	"Glycopeptide_Resistance"
"NP_878017"	"Glycopeptide_Resistance"
"CAB61228"	"Glycopeptide_Resistance"
"YP_002452159"	"Glycopeptide_Resistance"
"AAF72364"	"Glycopeptide_Resistance"
"YP_002333392"	"Glycopeptide_Resistance"
"AAV74570"	"Glycopeptide_Resistance"
"AAF72358"	"Glycopeptide_Resistance"
"AAF72362"	"Glycopeptide_Resistance"
"AAF72359"	"Glycopeptide_Resistance"
"AAF72361"	"Glycopeptide_Resistance"
"ABX79421"	"Glycopeptide_Resistance"
"ABX79417"	"Glycopeptide_Resistance"
"AAK53981"	"Glycopeptide_Resistance"
"AAF86642"	"Glycopeptide_Resistance"
"Q9X3P3"	"Glycopeptide_Resistance"
"P29753"	"Glycopeptide_Resistance"
"AAF86641"	"Glycopeptide_Resistance"
"AAF61331"	"Glycopeptide_Resistance"
"vanC_1"	"Glycopeptide_Resistance"
"BAE96116"	"Glycopeptide_Resistance"
"AAD42185"	"Glycopeptide_Resistance"
"AAG37026"	"Glycopeptide_Resistance"
"AAD51059"	"Glycopeptide_Resistance"
"AAD42184"	"Glycopeptide_Resistance"
"AAZ98839"	"Glycopeptide_Resistance"
"AAD42182"	"Glycopeptide_Resistance"
"ACM47285"	"Glycopeptide_Resistance"
"AAZ98836"	"Glycopeptide_Resistance"
"AAM09852"	"Glycopeptide_Resistance"
"AAZ98840"	"Glycopeptide_Resistance"
"AAD42180"	"Glycopeptide_Resistance"
"AAD42181"	"Glycopeptide_Resistance"
"AAL27442"	"Glycopeptide_Resistance"
"AAL27443"	"Glycopeptide_Resistance"
"AAL27445"	"Glycopeptide_Resistance"
"AAL27446"	"Glycopeptide_Resistance"
"Q93A44"	"Glycopeptide_Resistance"
"AAQ16271"	"Glycopeptide_Resistance"
"AAQ16268"	"Glycopeptide_Resistance"
"AAQ16274"	"Glycopeptide_Resistance"
"YP_002939420"	"Glycopeptide_Resistance"
"AAQ16267"	"Glycopeptide_Resistance"
"AAF71282"	"Glycopeptide_Resistance"
"AAQ16269"	"Glycopeptide_Resistance"
"AAQ16273"	"Glycopeptide_Resistance"
"ABA71729"	"Glycopeptide_Resistance"
"vanH_4"	"Glycopeptide_Resistance"
"vanH_2"	"Glycopeptide_Resistance"
"vanR_6"	"Glycopeptide_Resistance"
"vanR_4"	"Glycopeptide_Resistance"
"vanR_9"	"Glycopeptide_Resistance"
"vanR_10"	"Glycopeptide_Resistance"
"vanR_2"	"Glycopeptide_Resistance"
"vanR_7"	"Glycopeptide_Resistance"
"vanS_9"	"Glycopeptide_Resistance"
"vanS_12"	"Glycopeptide_Resistance"
"vanS_6"	"Glycopeptide_Resistance"
"vanS_11"	"Glycopeptide_Resistance"
"vanS_2"	"Glycopeptide_Resistance"
"vanS_8"	"Glycopeptide_Resistance"
"vanT_2"	"Glycopeptide_Resistance"
"vanW_2"	"Glycopeptide_Resistance"
"vanX_3"	"Glycopeptide_Resistance"
"vanX_5"	"Glycopeptide_Resistance"
"vanX_1"	"Glycopeptide_Resistance"
"vanX_7"	"Glycopeptide_Resistance"
"vanY_1"	"Glycopeptide_Resistance"
"NP_878019"	"Glycopeptide_Resistance"
"CAB61225"	"Glycopeptide_Resistance"
"NP_783842"	"Streptogramin_Resistance"
"YP_001038094"	"Streptogramin_Resistance"
"AAC61671"	"Streptogramin_Resistance"
"P26839"	"Streptogramin_Resistance"
"YP_001389621"	"Streptogramin_Resistance"
"P50870"	"Streptogramin_Resistance"
"AAA86871"	"Streptogramin_Resistance"
"AAP92507"	"Other_ARG"
"WblE_0"	"Gene_Modulating_Resistance"
"WhiB2_3"	"Gene_Modulating_Resistance"
"WhiB2_2"	"Gene_Modulating_Resistance"
"WhiB2_1"	"Gene_Modulating_Resistance"
"NP_389193"	"SMR_Antibiotic_Efflux"
"YP_001420884"	"SMR_Antibiotic_Efflux"
"YP_001420885"	"SMR_Antibiotic_Efflux"
"NP_389192"	"SMR_Antibiotic_Efflux"
"unassigned"	"unassigned"
